#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
52,"Have You Ever Seen The Rain","Creedence Clearwater Revival",88,116,"album rock, classic rock, country rock, rock, southern rock, swamp rock","Rock","Pendulum (Expanded Edition)",1970-12-07,02:40,74,70,7,0,77,0,10,-7,C Major,4,2024-04-29,2LawezPeJhN4AWuSB0GtAU,"Craft Recordings",8B,,https://i.scdn.co/image/ab67616d0000485151f311c2fb06ad2789e3ff91
53,"Maneater","Daryl Hall & John Oates",84,89,"album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock","Rock, Folk/Acoustic","H2O",1982-10-04,04:33,72,50,4,0,82,0,0,-13,B Minor,4,2024-04-29,7j74lucZ59vqN67Ipe2ZcY,"RCA/Legacy",10A,https://p.scdn.co/mp3-preview/d689e007e59681c1520d7492aa605e3e5073661d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cfe4163cbb6d12f3ec15898e
54,"The Less I Know The Better","Tame Impala",86,117,"australian psych, modern rock, neo-psychedelic, rock","Metal, Rock, Folk/Acoustic","Currents",2015-07-17,03:36,64,74,1,1,79,0,10,-4,E Major,4,2024-04-29,6K4t31amVTZDgR3sKmwUJJ,"Universal Music Australia Pty. Ltd.",12B,,https://i.scdn.co/image/ab67616d000048519e1cfc756886ac782e363d79
55,"Valerie (feat. Amy Winehouse) - Version Revisited","Mark Ronson,Amy Winehouse",82,106,"pop soul, british soul, neo soul","R&B","Version",2007-04-16,03:39,70,83,0,0,89,0,10,-5,C♯/D♭ Major,4,2024-04-29,6kopmMZiyLmw7h66uXcXR7,"Columbia",3B,https://p.scdn.co/mp3-preview/7c1f773fee487c3fdc15fd8b0ee6a3a388b341d3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a5beb0500ad6e3b0f7aea22
56,"Making Mirrors","Gotye",36,70,"australian pop","Pop","Making Mirrors",2011-01-01,01:01,24,9,49,87,4,0,10,-20,A#/B♭ Major,3,2024-04-29,2WVvmWnQeEkLAtWHkJm4j7,"Samples & Seconds / Republic",6B,,https://i.scdn.co/image/ab67616d00004851e1d47c00ddecbfb810c807ed
57,"Stayin' Alive - Edited Version","Bee Gees",65,104,"disco, mellow gold, soft rock","R&B, Rock","ドライブが楽しくなる洋楽ヒッツ！70年代 DISCO",2023-05-30,01:32,71,53,11,1,65,0,0,-20,A#/B♭ Minor,4,2024-04-29,3nWQeWN4glGk3R9EZ7VwO5,"UME - Global Clearing House",3A,,https://i.scdn.co/image/ab67616d00004851e8d2266354207d85465c53a7
58,"I Love You So","The Walters",89,76,"chicago indie, pov: indie","Rock, Pop","I Love You So",2014-11-28,02:40,57,65,58,0,47,0,10,-5,A#/B♭ Major,4,2024-04-29,4SqWKzw0CbA05TGszDgMlc,"Warner Records",6B,https://p.scdn.co/mp3-preview/83919b3d62a4ae352229c0a779e8aa0c1b2f4f40?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519214ff0109a0e062f8a6cf0f
59,"Dreams - 2004 Remaster","Fleetwood Mac",86,120,"album rock, classic rock, rock, soft rock, yacht rock","Rock","Rumours (Super Deluxe)",1977-02-04,04:17,83,49,6,0,79,0,10,-10,C Major,4,2024-04-29,0ofHAoxe9vBkTCp2UQIavz,"Rhino/Warner Records",8B,https://p.scdn.co/mp3-preview/30d63954de3ee9c0bc3600a4560260cb252d4fbd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e52a59a28efa4773dd2bfe1b
60,"Goodbye Yellow Brick Road - Remastered 2014","Elton John",78,121,"glam rock, mellow gold, piano rock, rock","Rock","Goodbye Yellow Brick Road (Remastered)",1973-10-05,03:12,56,47,45,0,40,0,10,-8,F Major,4,2024-04-29,4IRHwIZHzlHT1FQpRa5RdE,"UMC (Universal Music Catalogue)",7B,,https://i.scdn.co/image/ab67616d00004851f72f1e38e9bd48f18a17ed9b
61,"Paint It, Black","The Rolling Stones",84,159,"album rock, british invasion, classic rock, rock","Rock","Aftermath",1966-04-15,03:22,46,80,5,0,61,0,40,-9,C♯/D♭ Major,4,2024-04-29,63T7DJ1AFDD6Bn8VzG6JE8,"ABKCO Music and Records, Inc.",3B,,https://i.scdn.co/image/ab67616d00004851bad7062c3fd2f2d037989694
62,"Easy Way Out","Gotye",35,131,"australian pop","Pop","Making Mirrors",2011-01-01,01:57,72,74,1,0,70,0,60,-7,B Minor,4,2024-04-29,6eGopKq3yJdP8VO0P6n07Q,"Samples & Seconds / Republic",10A,,https://i.scdn.co/image/ab67616d00004851e1d47c00ddecbfb810c807ed
63,"California Dreamin' - Single Version","The Mamas & The Papas",80,112,"classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop","Rock, Folk/Acoustic, Pop","If You Can Believe Your Eyes & Ears",1966-03,02:42,55,61,35,0,64,0,0,-10,C♯/D♭ Minor,4,2024-04-29,4s6LhHAV5SEsOV0lC2tjvJ,"Geffen*",12A,,https://i.scdn.co/image/ab67616d0000485108181b9f840a06e7a071cf72
64,"Shake It Off","Taylor Swift",72,160,"pop","Pop","1989",2014-10-27,03:39,65,79,6,0,94,10,10,-5,G Major,4,2024-04-29,5xTtaWoae3wi06K5WfVUUH,"Big Machine Records, LLC",9B,,https://i.scdn.co/image/ab67616d000048519abdf14e6058bd3903686148
65,"The Chain - 2004 Remaster","Fleetwood Mac",82,152,"album rock, classic rock, rock, soft rock, yacht rock","Rock","Rumours (Super Deluxe)",1977-02-04,04:30,55,67,1,0,48,0,0,-9,A Major,4,2024-04-29,5e9TFTbltYBg2xThimr0rU,"Rhino/Warner Records",11B,https://p.scdn.co/mp3-preview/9cd01344e96f8dfaf0fb47fbb36d9da930daab2f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e52a59a28efa4773dd2bfe1b
66,"Feel Good Inc.","Gorillaz",85,139,"alternative hip hop, modern rock, rock","Hip Hop, Rock","Demon Days",2005-05-23,03:42,82,71,1,0,77,10,60,-7,F#/G♭ Major,4,2024-04-29,0d28khcov6AiegSCpG5TuT,"Parlophone UK",2B,https://p.scdn.co/mp3-preview/b13a1bb2d8a04132982a49b6efee933cc9d67c7e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119d85a472f328a6ed9b704cf
67,"Learnalilgivinanlovin","Gotye",28,129,"australian pop","Pop","Like Drawing Blood",2006-05-21,02:49,73,80,21,0,70,0,10,-4,F Major,4,2024-04-29,7vfwUwOeVVH8hQsXYHgIAQ,"Samples N Seconds/Republic",7B,,https://i.scdn.co/image/ab67616d00004851ac52ce2e1f707403193c20bd
68,"Take on Me","a-ha",89,84,"new romantic, new wave, new wave pop, permanent wave, synthpop","Rock, Pop","Hunting High and Low",1985-06-01,03:45,57,90,2,0,88,0,0,-8,F#/G♭ Minor,4,2024-04-29,2WfaOiMkCvy7F5fcp2zZ8L,"Rhino",11A,https://p.scdn.co/mp3-preview/ed66a8c444c35b2f5029c04ae8e18f69d952c2bb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e8dd4db47e7177c63b0b7d53
69,"Everybody Wants To Rule The World","Tears For Fears",88,112,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop","Rock, Pop","Songs From The Big Chair (Super Deluxe Edition)",1985-02-25,04:11,65,80,35,0,54,0,10,-12,G Major,4,2024-04-29,4RvWPyQ5RL0ao9LPZeSouE,"UMC (Universal Music Catalogue)",9B,,https://i.scdn.co/image/ab67616d0000485122463d6939fec9e17b2a6235
70,"Blank Space","Taylor Swift",74,96,"pop","Pop","1989",2014-10-27,03:51,75,68,9,0,58,0,10,-5,F Major,4,2024-04-29,1p80LdxRV74UKvL8gnD7ky,"Big Machine Records, LLC",7B,,https://i.scdn.co/image/ab67616d000048519abdf14e6058bd3903686148
71,"Cigarette Daydreams","Cage The Elephant",82,114,"modern alternative rock, modern rock, pov: indie, punk blues, rock","Rock, Pop, Blues","Melophobia",2013-10-08,03:28,64,68,8,0,27,0,0,-3,D Major,4,2024-04-29,2tznHmp70DxMyr2XhWLOW0,"RCA Records Label",10B,https://p.scdn.co/mp3-preview/a7a72315d777f4ed078d955238f9db158c915fc1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb1cb900d28642e668d77b12
72,"Clint Eastwood","Gorillaz",71,168,"alternative hip hop, modern rock, rock","Hip Hop, Rock","Gorillaz",2001-00-00,05:40,66,69,3,0,53,10,0,-9,A#/B♭ Minor,4,2024-04-29,7yMiX7n9SBvadzox8T5jzT,"Parlophone UK",3A,https://p.scdn.co/mp3-preview/5273a4def05afe6a5c27c352241a684c403f5b6a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c73a7bb15f43bae86215934b
73,"Walking On A Dream","Empire Of The Sun",72,127,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop","Electronic, Pop, Rock","Walking On A Dream",2008-01-01,03:18,87,70,25,0,73,0,0,-6,F Minor,4,2024-04-29,3HfhB8sYqLlVmpBPb7cc2x,"Capitol Records",4A,,https://i.scdn.co/image/ab67616d00004851410dfc8e880c1b3fefe6b83c
74,"Hey There!","The Basics,Gotye",29,130,"australian pop","Pop","Stand Out / Fit In",2007-01-01,02:36,63,67,2,0,92,0,20,-6,E Major,4,2024-04-29,3lgWYNplV5prDNW6LD7H9R,"The Three Basics",12B,https://p.scdn.co/mp3-preview/21c284b7734f598390027003e6712b57a6668faa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485153087974b27d4b5e29779039
75,"Dancing Queen","ABBA",85,101,"europop, swedish pop","Pop","Arrival",1976-00-00,03:50,54,87,36,0,75,0,70,-7,A Major,4,2024-04-29,0GjEhVFGZW8afUYGChu3Rr,"Polar Music International AB",11B,,https://i.scdn.co/image/ab67616d0000485170f7a1b35d5165c85b95a0e0
76,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone,Swae Lee",85,90,"dfw rap, melodic rap, pop, rap, trap","Hip Hop, Pop","Hollywood's Bleeding",2019-09-06,02:37,76,52,53,0,93,0,0,-4,D Major,4,2024-04-29,0RiRZpuVRbi7oqRdSMwhQY,"Republic Records",10B,,https://i.scdn.co/image/ab67616d000048519478c87599550dd73bfa7e02
77,"Sweater Weather","The Neighbourhood",89,124,"modern alternative rock, modern rock, pop","Rock, Pop","I Love You.",2013-04-19,04:00,61,81,5,2,40,0,10,-3,A#/B♭ Major,4,2024-04-29,2QjOHCTQ1Jl3zawyYOpxh6,"Columbia",6B,https://p.scdn.co/mp3-preview/877602f424a9dea277b13301ffc516f9fd1fbe7e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518265a736a1eb838ad5a0b921
78,"Down Under","Men At Work",77,107,"album rock, australian rock, classic rock, hard rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock","Rock, Pop","Business As Usual",1981-11-09,03:42,74,46,13,2,89,0,0,-14,B Minor,4,2024-04-29,3ZZq9396zv8pcn5GYVhxUi,"Columbia",10A,https://p.scdn.co/mp3-preview/7caffe3fc98c828bdfdd88022a6b331250fdd1ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aa5e4c9da271951ac0b31fa2
79,"Budapest","George Ezra",83,128,"folk-pop, neo-singer-songwriter","Pop","Wanted on Voyage (Expanded Edition)",2014-06-30,03:20,72,46,8,0,39,0,10,-8,F Major,4,2024-04-29,2ixsaeFioXJmMgkkbd4uj1,"Columbia",7B,https://p.scdn.co/mp3-preview/03e6f12a87c862370fe965eb330fbcab1f2ee93f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d6df3bccf3ec41ea2f76debc
80,"Smoke And Mirrors","Gotye",41,186,"australian pop","Pop","Making Mirrors",2011-01-01,05:13,38,90,11,20,62,10,30,-6,A#/B♭ Minor,3,2024-04-29,0wm2hhtpRDtidodGobkttG,"Samples & Seconds / Republic",3A,,https://i.scdn.co/image/ab67616d00004851e1d47c00ddecbfb810c807ed
81,"Uptown Girl","Billy Joel",85,129,"album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock","Rock, Folk/Acoustic","An Innocent Man",1983-08-08,03:17,70,94,8,0,79,0,60,-3,E Major,4,2024-04-29,5zA8vzDGqPl2AzZkEYQGKh,"Columbia",12B,https://p.scdn.co/mp3-preview/62bccc2f61bb990df31d1a247a3bf69efd32da18?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851814cbc4746358a25c84c62e7
82,"Circles","Post Malone",86,120,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop","Hollywood's Bleeding",2019-09-06,03:35,70,76,19,0,55,0,0,-3,C Major,4,2024-04-29,21jGcNKet2qwijlDFuPiPb,"Republic Records",8B,,https://i.scdn.co/image/ab67616d000048519478c87599550dd73bfa7e02
83,"Running Up That Hill (A Deal With God)","Kate Bush",83,108,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter","Pop, Rock, Folk/Acoustic","Hounds Of Love",1985-09-16,04:58,63,55,72,0,19,0,0,-13,A#/B♭ Minor,4,2024-04-29,1PtQJZVZIdWIYdARpZRDFO,"Fish People",3A,https://p.scdn.co/mp3-preview/861d26b52ece3e3ad72a7dc3463daece3478801a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad08f4b38efbff0c0da0f252
84,"Dark Red","Steve Lacy",87,172,"afrofuturism","R&B","Dark Red",2017-02-20,02:53,60,78,45,0,77,0,10,-4,F#/G♭ Major,4,2024-04-29,3EaJDYHA0KnX88JvDhL9oa,"Three Quarter",2B,https://p.scdn.co/mp3-preview/90b3855fd50a4c4878a2d5117ebe73f658a97285?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513d2dfa42f771cd458b194979
85,"Freaks","Surf Curse",85,180,"dreamo, indie surf, pov: indie, surf punk, vegas indie","Rock, Pop","Freaks",2021-05-15,02:27,35,94,0,63,41,0,0,-10,A Major,4,2024-04-29,7EkWXAI1wn8Ii883ecd9xr,"Surf Curse",11B,https://p.scdn.co/mp3-preview/039505c3b40b4478ec45ccb64fed211487887dd0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519efda673310de265a2c1cf1f
86,"Adore You","Harry Styles",84,99,"pop","Pop","Fine Line",2019-12-13,03:27,68,77,2,0,57,0,10,-4,G#/A♭ Major,4,2024-04-29,3jjujdWJ72nww5eGnfs2E7,"Columbia",4B,https://p.scdn.co/mp3-preview/a42d5e9f6f5c3375db9723bb2356239351eead31?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a
87,"Can't Get You out of My Head","Kylie Minogue",80,126,"australian dance, australian pop, dance pop, eurodance, new wave pop","Electronic, Pop","Fever",2001-10-01,03:50,77,56,3,68,96,0,10,-8,A Minor,4,2024-04-29,3E7ZwUMJFqpsDOJzEkBrQ7,"Parlophone UK",8A,https://p.scdn.co/mp3-preview/80a42bfd505424a41c3e43b66b4e64571e36d49c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515d6121285c42ea4535e59048
88,"Tongue Tied","GROUPLOVE",80,113,"indie rock, la indie, modern alternative rock, modern rock, pov: indie","Rock, Pop","Never Trust a Happy Song",2011-09-02,03:38,56,94,1,0,37,0,10,-6,D#/E♭ Major,4,2024-04-29,0GO8y8jQk1PkHzS31d699N,"Canvasback/ATL",5B,https://p.scdn.co/mp3-preview/6082516f3c05520cc2cf8cecd17e4ce8667c459e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d84a9bbcba91cb6a4a212b1b
89,"Electric Love","BØRNS",80,120,"indie poptimism, modern alternative rock, modern rock, pov: indie","Pop, Rock","Dopamine",2015-10-16,03:38,61,80,1,0,52,0,20,-8,F#/G♭ Minor,4,2024-04-29,2GiJYvgVaD2HtM8GqD9EgQ,"UMGRI Interscope",11A,,https://i.scdn.co/image/ab67616d00004851cc2cf912462d8ae4ef856434
90,"State Of The Art","Gotye",36,135,"australian pop","Pop","Making Mirrors",2011-01-01,05:22,71,70,9,0,63,0,40,-6,C Minor,4,2024-04-29,16cb7S4l526LCsr8ZtCV4v,"Samples & Seconds / Republic",5A,,https://i.scdn.co/image/ab67616d00004851e1d47c00ddecbfb810c807ed
91,"Feel It Still","Portugal. The Man",80,79,"indie rock, indietronica, modern alternative rock, modern rock","Rock, Pop","Woodstock",2017-06-16,02:43,80,80,4,0,75,0,0,-5,C♯/D♭ Minor,4,2024-04-29,6QgjcU0zLnzq5OrUoSZ3OK,"Atlantic Records",12A,https://p.scdn.co/mp3-preview/47e41f47a7627e34bf34d039b32b9774b9b88768?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851af52c228c9619ff6298b08cd
92,"Watermelon Sugar","Harry Styles",88,95,"pop","Pop","Fine Line",2019-12-13,02:54,55,82,12,0,56,0,30,-4,C Major,4,2024-04-29,6UelLqGlWMcVH1E5c4H7lY,"Columbia",8B,https://p.scdn.co/mp3-preview/824cd58da2e9a15eeaaa6746becc09093547a09b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a
93,"Every Breath You Take","The Police",88,117,"album rock, classic rock, permanent wave, rock","Rock","Synchronicity (Remastered 2003)",1983-06-17,04:13,82,45,54,0,74,0,0,-10,C♯/D♭ Major,4,2024-04-29,1JSTJqkT5qHq8MDJnJbRE1,"Polydor Records",3B,,https://i.scdn.co/image/ab67616d00004851c8e97cafeb2acb85b21a777e
94,"Mr. Blue Sky","Electric Light Orchestra",79,178,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock","Rock, Folk/Acoustic","Out of the Blue",1977-00-00,05:03,39,34,65,0,48,0,20,-10,A#/B♭ Major,4,2024-04-29,2RlgNHKcydI9sayD2Df2xp,"Epic/Legacy",6B,https://p.scdn.co/mp3-preview/2c3de8db9c9e07197796cafd81adc9eae8b3a25a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518c4e95986c803791125e8991
95,"Space Song","Beach House",79,147,"baltimore indie, dream pop, dreamo, indie rock, indietronica, modern dream pop, pov: indie","Rock, Pop","Depression Cherry",2015-08-28,05:20,51,79,23,12,60,0,10,-7,C Minor,4,2024-04-29,7H0ya83CMmgFcOhw0UB6ow,"Sub Pop Records",5A,https://p.scdn.co/mp3-preview/3d50d7331c2ef197699e796d08cf8d4009591be0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b7190e673e46271b2754aab
96,"Eyes Wide Open","Gotye",46,139,"australian pop","Pop","Making Mirrors",2011-01-01,03:11,60,87,19,2,64,0,10,-6,F Major,4,2024-04-29,6h2q5GhVc9itEB6NqOEMd4,"Samples & Seconds / Republic",7B,,https://i.scdn.co/image/ab67616d00004851e1d47c00ddecbfb810c807ed
97,"Ho Hey","The Lumineers",81,80,"folk-pop, modern rock, neo mellow, stomp and holler","Pop, Rock, Folk/Acoustic","The Lumineers",2012-04-03,02:43,69,47,79,0,35,0,0,-9,C Major,4,2024-04-29,0W4Kpfp1w2xkY3PrV714B7,"Dualtone Music Group",8B,https://p.scdn.co/mp3-preview/c33540bb4add6e78feca6e0cf121fbd0d3b9e6dd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485155b094b01ca58e4d1800a402
98,"Take Five","The Dave Brubeck Quartet",69,174,"bebop, jazz, jazz quartet","Jazz","Time Out",1959-12-14,05:24,45,26,54,0,60,0,0,-13,G#/A♭ Minor,5,2024-04-29,1YQWosTIljIvxAgHWTp7KP,"Columbia/Legacy",1A,https://p.scdn.co/mp3-preview/eb37af1ddf50ffaa177884c1a62fc669e69dd472?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485100ace5d3c5bffc123ef1eb51
99,"Souvenir d'Italie","Lelio Luttazzi",68,0,"swing italiano","Easy listening","Le mie preferite",2009-01-01,01:12,0,44,69,95,0,0,30,-13,G Major,0,2024-04-29,6CeajvxcjyZ46cGbrKwq9n,"Rai",9B,https://p.scdn.co/mp3-preview/5a2c55283f4388b2f46335f279f889e93648a814?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851760810a1a1c36a610a54db0f
100,"deep in it","berlioz,Ted Jasper",70,119,"jazz house, ","Electronic","deep in it",2023-03-10,02:34,57,42,97,89,27,0,10,-12,D#/E♭ Minor,4,2024-04-29,3J2WUEn6oFN8eDPZov7w9I,"berlioz",2A,https://p.scdn.co/mp3-preview/fef844c2bd768aa2096e3366d85c40933451c500?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c743cb5d8de54b825b0b3729
101,"When Sunny Gets Blue","McCoy Tyner",59,60,"contemporary post-bop, hard bop, jazz, jazz piano","Jazz","Today And Tomorrow",1964-00-00,04:42,43,11,84,86,11,0,10,-23,D Minor,4,2024-04-29,1J9iVCaEriyoMXpj2XszhU,"GRP",7A,,https://i.scdn.co/image/ab67616d00004851e2ad553a9862224408dedf0b
102,"Blue bossa","Dexter Gordon",42,82,"bebop, jazz, jazz saxophone","Jazz","Biting The Apple",1976-11-09,08:49,36,41,46,82,59,0,10,-15,G#/A♭ Major,4,2024-04-29,4LbJFM4QRgvKoYU7nzj3Dx,"SteepleChase",4B,https://p.scdn.co/mp3-preview/446c4f7e4cf81a5da35a146dce9b6b37c566f262?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485129bdc7acb7c3a052612a98b9
